cleaned_review,rude
honestly mcdonalds is a mcdonalds but ive never been to one so slow went in to grab some breakfast and although no one was there it still took  min the fact that i keep coming back is just because it is close,0
went through the drivethru today at about  am for lunch ordered the habanero quarter pounders and a caramel sundae sundae machine was down so no sundae i should have taken that as an omen and just left got the promo to buy a quarter pounder  get one free when i went to eat my sandwich i had to search for the habanero sauce just a touch was on the bun and the burger was dry as hell and tasted like it had been reheated from the day before i took one bite and could barely chew it i threw them both away what a waste of gas and time never going to this place again  î¾awful,0
i dont know what the deal is with this location but they are ridiculously slow even if my order is a pre made salad and iced coffee and there is no one else in the drivethru lane it still takes forever,0
dont tell anyone but i like mcdonalds coffee better than starbucks i rather have mcdonalds coffee over any other coffee in the world this mcdonalds location would have gotten  stars about  months ago but things have changed a few months ago the workers were really cool but now they have all just gotten really fcking weird its almost like one of those s bhorror movies where one of the workers gets infected with the zombievampirewerewolf virus and then comes to work the next day and spreads it to all his coworkers î¾thats the only logical explanation because every worker here has transformed into mcdumbassesi want to remind you that this is summerlin so that means that everyone runs stop signs no one yields for pedestrians î¾and everyone argues over the stupidest most insignificant things watch out when you are entering this drivethru because there is a huge chance that some douchebag in a bmw will run the stop sign in order to cut in front of youwhen i drove up to the box there was no answer about  minutes later i begin hearing a ton of static and then this bizarre sounding guy starts talking in this strange tone he sounded like a drunk orson wells when i pulled up to the first window to pay the window slowly slid open to reveal the face of a morbid looking kid with gigantic dilated eyes and one of those horror movie smiles immediately he lets out this high pitched reeehhhhhhhhhhhhhh noise at me at that particular moment due to the fear of manrape i thought about driving over the planters and escaping but he looked so weird that i came to the conclusion that he might have some kind of paranormal super powers and would catch me no matter how fast i drove so i just sat there and awaited my fate after about  seconds he told me how much my coffee cost in a disturbingly soft tone voice and thankfully he didnt serve me mcrape î¾when i drove up to the pickup window i was greeted by an anorexic looking latino kid who didnt even give me eye contact and while holding the coffee he sticks his arm out the window and just drops it before i even have the chance to reach out to grab it it was a miracle that i caught the thing in mid air   was glad to get the mcfck out of there,0
awful service and extremely slow go elsewhere,1
i love mcdonalds grew up on it and still take my boys there regularly and i have to say this î¾the location off of the circle in summerlin really has some hard times keeping up î¾the place always seems to be a bit dirty both in the lobby and behind the counter   dread getting a quick bite with the boys when we are in a hurry as they are never fast in the drive thru î¾but the food is always just as good at any other mcdonalds so they do have that going for them  t is literally though one of the slowest mickey ds i have ever been to î¾and this is not just one experience i go very regularly because as i said i love it and this one is the closest to me so for convenience but sometimes i wonder if it would be faster to drive seven minutes out of my way to another mcdonaldstheir employees are so nice though just not the best on the speed side of thingsmaybe they will get better,0
ive never tried a mcrib sandwich and i heard via the talk threads that mcdonalds in las vegas started serving them the other day so i took my son here to give this legendary sandwich a trywe ordered two mcrib meals sandwich fries soda    also wanted to try the  spicy mcchicken sandwichthe verdicti didnt like the mcrib at allblech î¾the sauce was the best part about it other than that it was pretty bland î¾the fries were good of courseand the spicy mcchicken sandwich was decent not bad for overall it was a complete waste of calories  m not dinging mcdonalds for my stupid curiosity so they get  stars î¾the mcdonalds experience was aok did i find value in my meal î¾not todaymy fault thoughwill i return  d come back again to order something i enjoy,0
pretty good service for fast food,0
the drive through line is terrible they are painfully slow,0
this has to be the worst mcdonalds within a  mile radius the staff are young rude untrained kids from the local middle school and the drivethrough is really painfull this location should be closed down or sold to someone who knows how to run a mcdonalds theyre always out of something theres never a cashier in the first drive through window where your supposed to pay so people sit in their cars and wait for a cashier to magically appear to take their moneynot happening so then you decide to walk in to order thinking youll get your order faster and not missing somethingwrong as you stand there and wait for them to make and bag your order your watching the car that would have been behind you in the drivethrough leave wtf next time im getting mexican food,1
years of pathetic service disgusting food and dangerous mistakes why do i keep going backhaving nothing to do with mcdonalds food in general and more to do with the ability of this specific location to produce it with out killing anybody i have been going to this particular store for years it is right around the corner from where i used to live and is on the way from where i live to pretty much everything i use gas station costco movie theater market etc it is the only convenient location and for a while mcdonalds was the only place that had  drinks so those are my lame excuses for repeatedly torturing myself with this horrible place service i used to be a manager with another fast food chain i know what service should be i also know what it usually is it doesnt have to be  star but the rude attitudes ridiculously slow service and inability to get a single order right is really a bit too much when i say slow service i am talking  minutes is average drive thru time for a dollar menu burger and a soda correct orders yes my order can occasionally be complicated no castup add big mac sauce but when i thought they could do no worse they messed up an order for  large drinks  diet cokes a lemonade and an unsweet iced tea all with extra ice we received a regular coke a lemonade a dr pepper and a sweet iced tea  drinks had no ice at all and the other  had a few pieces floating around we have never received a correct order from this store ever i could go on and on about it but i will stick with this sad example and move ondangerousdisgustingincorrectly made something a little different then an order where they put the wrong thing in the bag or mess up a custom is when they just make it incorrectly or dangerously some of the examples of this include pies that expired an hour before i received them an egg that was completely raw in the middle and tonights lovely mess up tonight i ordered the angus mushroom and swiss according to the website this should include  full slices of swiss cheese and a decent amount of mushrooms i had about a teaspoon of mushrooms no sauce and  a slice of cheese that is right they left off a slice and a half of cheese in addition it was a regular and relatively old quarter pound patty not the big ole angus patty they should have used i have called the number on the receipt multiple times that takes me to the district office they consistently send out a free sandwich or drink coupon to apologize they tell me how sorry they are and suggest i try one of their other locations as this is the only one they receive complaints from from what i was told they are revamping this store but i have been told that for well over a year and it seems to have been unvamped and going down hill which i didnt think was even possible i keep vowing this will be my last visit but then find myself sitting in the drive thru line yet again wondering if i will ever receive my food i highly do not recommend this location hopefully you wont be lured in by whatever the heck keeps luring me sarah this was written by pauls wife because i am usually the one dealing with them i guess he got smarter,1
my drive through experience was a pleasant one the workers seemed very friendly and i received quick service whenever i go to drive thrus im not usually asked how my day is going unless im at starbucks i didnt feel like i was rushed and the most important thing is they didnt forget the sweet and sour sauce,0
avoid the drive through in the eveningsfood takes too long the people taking orders and at the window are not professional at allif i do plan on going to this mcdonalds at night i always have a better experience walking in,0
so horrible no matter what time of day it is youll always get food that has been prepared so messy,0
very nice and clean i came here late night and it was the only mcds open in the area i think came for the sweet tea and they had no more,0
thinking lightening and back luck couldnt possibly strike twice i returned to mcdonalds in summerlin to place a small order not  mcmuffins as the morning before for me  the posse who got called into work on a sunday î¾this time i opt to go thru the drivethru coz nobodys in line î¾wow its looking good or so i thought î¾paid for my simple order at the st window then waited  more minutes behind the only car at the pickup window here we go am i gonna be later for work again with only  car in front of me wtf cars were honking ferociously behind me now im blocked in î¾low and behold when i move up i recognize the guy handing me my food as one of the mcdonalds workers who stepped over my pile of food in slowmotion matrix effect yesterday morning î¾ughhh î¾guess theyre probably hiring at this fast food establishment and will take any dreggs off the street who either has a pulse or a trust fund so whats the hurry î¾gave them a nd chance learned my lesson wont ever go back î¾as an aside took the time to email mcdonalds and got the proverbial party line response ie we pride ourselves on blah blah blah i normally believe in redemption but not from this place,0
parking not very welcoming to large rvs and dont park next door at the convenience station they charge to park staff seemed confused on how to handle special requests choosing instead to argue with a customer infront of me and behind me,1
this is the worst mcdonalds i have ever been toyes there are better mcds out there like the one on boulder highway by jokers wild right before you hit warm springsi have visited the last two nights herebecause i was picking up a friend of mine who got off from work and we had a sweet toothalong with my family members at the houseyesterday we pull up and ask for hot fudge sundaes ice cream machine is outinstead we get two large sweet teaswhich were overly sweet almostgave off a syrup feel after i swallowedtonight the ice cream machine is working so i get two sundaes and of course two large sweet teassundaes look sad because they are not in their proper clear plastic cupthey are instead in mini mcflurry cupsnot even filled completely might i addmy friend and i take one sip of our sweet teasand they taste like dirty waterits almost like they were trying to trick uslike they didnt have enough tea so they filled  of the cup with water seriously if i wanted the taste of unfiltered water i would just pick up a hose out of someones back yard the women who work here hate their lives i mean they are just wretchedone of the cars parked by the drive thru wasvandalized with shaving cream and what appeared to be eggs cant say i blame the perpitrator when these ladies cant even pour a glass of tea i dont condone it but hey some people are crazy about their food,0
cold fries and best of all a customer came in and ordered the table he wanted had some kind of white creamy junk on it he went and told someone and they handed him a rag lol,1
i wish i could give no stars i have literally had to call so many times to complain that ive stopped because its clear no one there give a fuck about their customers mcdonalds corp just had the owner if this location call me and all she did was question me about all the issues as if i was the one who seemed sketchy i even told them i dont want free food just get my order right,1
update im sick of coming here and having them tell me after a long wait in line that theyre out of whatever im looking for please after a few times i get the picture,0
i do not live far from this mcdonalds location so i have been here several times before today is tuesday jan tham and i placed and paid for an order of sausage wegg biscuit and  hasbrowns to go at the drive thru the meal was bagged and handed to me by the store mgr at the nd window when i returned home what i found was a sausage wegg biscuit but only  hashbrown a small inconvenience but when i am unemployed and pay for a portion of a meal i did not receiveim sure you get the pointtrust reliabiltyout the window for all who read this be sure to check your order before pulling away from the drive thru window i wont be patronizing this location for awhile,0
employees look like they hate their job milkshake was like drinking milk food was cold and not warm at all,1
keep drivingon this day they were only accepting cash i wanted to order a drink at the window where i paid and she she said i couldnt more like she wouldnt kids shakes were dripping and messy so when i asked for extra napkins to clean up her mess the dingdong gives me one napkin then i tell them napkins were not in the bags and when i asked for more they hand me one napkinthis is when you give up and drive away,1
came in for breakfast and ordered a sausage egg biscuit with an iced mocha the cashier advised me that i couldnt get a mocha when i asked about a frappucino she said no to that too and then mentioned that they were out of orange juice essentially i had the choice of getting a sweet tea or a coke product with my breakfast sandwich and hash brown now that i have experienced sweet tea with a sausage egg biscuit i can say with all certainty that these two items should not be served togetherthis particular mcdonalds does not exude any of mcdonalds core philosophies such as variety or efficiency it seems poorly stocked poorly operated and under maintained the bathrooms are filthy and i would suggest buying a cheap pair of socks for your child because their socks will be coated in dirt after  minutes of playing the only thing that was good about my visit was my sausage egg biscuit sandwich the hash brown tasted as though it had fried in old rancid oil the sweet tea while good by itself shouldnt be  of  options available during the morning since someone or something broke the mccafe machine and ran away with the orange juiceseriously dont go here this is not the mcdonalds youre looking for,0
the worst service ive ever seen they act like youre bothering them ill drive an extra couple of miles to go to another mcdonalds or just go somewhere else,1
came to this mcdonalds a couple of times and tried to order a few drinks and their machine did not work for anything no hot chocolate no hot mocha no anything on top of that the lady in the drive thru said it hasnt worked for a couple of months a multi million dollar company and they cant fix the machines î¾wth not coming to this mcd again î¾and they are slow  mins to get a drink,0
terrible service staff was too busy chatting with each other  i left with my  children after waiting  min to place an order i will never return to this mcdonalds  i will take my business elsewhere and recommend you do the same,1
went there on a sunday afternoon  t was only moderately busy but only one cashier jessica carter taking orders she complained that kids in general in restaurant were screaming too loud and that she was too busy to accurately take our orders waited more than  minutes for our food the order as placed on tray was incorrect î¾a new low in fast food,1
starts as good still serving breakfast im happy ok then the mccafe machine is broke ok screw it ill just by starbucks next order taken employees shift change and forget to make my food all i can say is are you kidding me,1
i dont eat at mcdonalds often but i had a craving for their frozen lemonade drink one worker greeted me at the door as i walked in the cashier was very polite and everyone of the employees was actively working either completing orders or cleaning i was kinda impressed with seeing a crew work together like they did on this visit not room for complaints with anything at all kudos to the team there,0
mcdonalds should never disappoint but this one certainly will as they are slow as heck and  times out of  your fries will be cold,0
seriously i do not know why i bother with this place other than its the closest fast food to where i live î¾so many fails its unbelievable î¾burgers with no buns wrong orders soda without carbonation or taste  ve even gone far enough to complain to corporate î¾even though they had someone call me about it they actual place didnt seem to improve î¾ just skip it,0
they mess up every time i go unless my order is under  bucks even if its just sweet tea its straight crappy water   called corporate twice they sent me a coupon which was not even the value of what they made a mistake on î¾my name was in the book and the lady behind the counter still wanted my receipt corporate even said i didnt need one i understand they get jacked all the time but dont jack your customersits a pass,0
so what do you get when you are hungryits amyou only have had  hours sleep and you are looking for a homie who was last heard from  hours agomcds of coursethe sausage egg mcmuffin tastes like heaven when you are a bit drunk still driving down and around the strip at the oj and waterpure rehydrating goodness the take atmcredit at the drive thru and are speedy and attentive when taking your orderoh btwthe friend i was looking forhe was still in our hotel at the same craps table i left him at i actually left the hotel cause i didnt think he would still be down there gotta love vegas,0
worst mcdonalds ever if youre looking for customer service this is definitely not the place î¾how hard is it to get an order right or i dont know î¾how hard is it to work the drive thru window and pretend to know what your doing ugh,1
i was walking down the strip with relatives from out of town when they commented they were thirsty at their behest we went into this mcdonaldsthe line was long and illmanaged only one register was open despite the  or so people in linemost of my companions got their soda right away one person ordered a coffee which took  minutes to receive,0
terrible service plain and simple,1
john the manager at this mcdonalds was rude and did not want to provide customer service in the middle of ordering drive through he refused to accept order i guess he thinks because he has flashy lights he can do as he likes   do not recommend this mcdonalds î¾take it for what its worth î¾hope you have a better experience than i did,1
just having come from a trip at the hotel across the street from this little wonder i got to speaknight one about midnight i go in there are about  people waiting in line fewer are behind the counter the lights are onmister manager announces we close for  minutes order later curious rude dismissivenight two the layout of the place makes for poor line control from s las vegas blvd won walks into a box type eating area then for no good reason the ordering counters swing to an angle one is challenged as to were the line is and which line they are inthe management staff was rough with staff and the staff seemingly part of the clinton welfare reform failurepeople working in a mcdys on the strip need a certain group of skillsthe ones at this mcdys lacked skills,1
this mcdonalds is not only in the business of making crappy food and providing even crappier service watch out for the racket they have in the parking lot  if your not careful reading the sign at the the front of the entrance it is going to cost you  in parking fees went in to to ask the management they just blew me off lucky they are in vegas where they dont count on repeat businesssss,1
this is the most fucked up mcdonalds you are gonna see î¾of course i didnt buy anything in here but really like going in there to use their bathroom because its like negative mcmoney for the big mccorporationbuckscom î¾they have a shitty parking lot people reading racing papers in the back and a depressed korean woman eating a chicken sandwich in the front î¾theres a big old golden arches out there with lights all over it like just regular light bulb lights î¾the sign says new building coming soon and there are shitty renderings of a new fancy dallasstyle mcds with vegas lights all over it   can certainly wait for the new sign and building because i like the old one   went in here when i was buzzing on a full throttle slurpee which i highly recommend,0
remember when i said i never eat at mcdonalds   think i did   vaguely remember a fried chicken sandwich sometime around am   think i might have slept in it which wouldnt have been too bad since i think it was soggy anyway î¾drunk vegas and vacation are my excuses and im sticking to em,0
one star because mcdonalds is not food its engineered matter that just happens to be edible but i thought id review this mcdonalds in particular its the last mcdonalds i ever ate at the year was  and in the dark of night in the cool spring air my friends and i stumbled out of a casino drunk from free beer and poor from expensive gambling it was  am and although our appetites were ginormous our options were limited we happened upon this mcdonalds where they were offering double cheeseburgers for  i ordered three my companions followed suit we sat down among the other customers three older men sparsely seated and desperate to stay awake lest they be thrown out in the street amongst the crumpled pornographic business cards one man chewed with his eyes closed another bobbed his head up and down either he was falling in and out of sleep or agreeing with everything the last man was not so far gone but was the dirtiest of them all once our burgers were consumed we headed out i was glad to leave only sleep lay before me now,0
we came here the day after christmas with our  kids and our nephew to quickly eat breakfast î¾we were greeted in a very non friendly demeanor by this older woman who just couldnt get our order right î¾once we got our order she still got it wrong and i went back and said something to her î¾no apologies î¾she would not give me the small coffee i wanted instead of the large coffee and she short changed us a sausage burritoso i bought another coffee even though i should not have had to pay for it because i was in a rush î¾she just had a really sour attitude and i know she probably doesnt like working there but its not my fault î¾she accepted working thereso for that i give her a  starhowever the next day we did come and the younger man was in her place and he was pretty much perfect î¾got everything right î¾great attitude no issues   give him a  star,1
i usually dont have problems with this location even though i get irritated with their employees attitudes sometimes today however my experience annoyed me more than usual because of the dumb people who work there the one worker that i absolutely dread encountering is the slightly older woman with glasses who is on the heavier side she has the worst attitude out of all the workers there and it is clear that she hates her job she is just not friendly at all and can never get an order right when i drove up to the pick up window a teenage employee was there and gave me my bag of food i ordered two combos i waited about  seconds for my drinks and he was awkwardly standing there wondering why i didnt drive off yet then he asked are you waiting for something else that should be it i said we ordered drinks too he looks behind him and there are my drinks oh he exclaims as i am situating the drinks into my cup holders i hear him say here when i turn around towards the window half of his arm is in my car and the straws almost hit my face wtf i was so irritated by his incompetency also one thing that i dont like is how two drivethru speakers are built but the employees are always confused by which one to use for example i would order at the first speaker when there is a long line i get stuck at the second speaker and a worker tries to take my order there when i already ordered at the first one sometimes i tell them that ive already ordered and sometimes i ignore them even when theyre constantly asking hello are you ready to orderincompetent workers and a confusing drivethru so annoying,1
ok we have a consistent problem with this mcdonalds specifically with the coffee and thats too bad because mcds coffee is typically very good todays problem is the decaf old very old id say from late last night possibly but certainly not brewed this morning we should have went to the coffee shop next door previously  not yet posted almost without exception either the coffee or the service is just awful here i started asking for creamsugar on the side because they screw it up î¾the coffee is sometime cold as well,0
went here for breakfast with my grand daughter she loved î¾the play place i ordered î¾the bacon egg biscuit hash browns and iced coffee for me and since they do not have happy meals at breakfast time they really need to come up with a happy meal breakfast we ordered scrambled eggs and bacon for her my biscuit was very dry and the hash browns were cold in the middle scrambled eggs were not fully cooked but bacon was nice and crispy,0
worst mcdonalds in the history of mcdonalds all of their employees are rude serve cold food and have bad attitudes your better off with taco bell î¾a mile away dont waste your time or money,1
mcdonalds will be mcdonalds so ive based my review on service alone cashier had no personality he didnt smile or even was interested on working he looked and sounded miserable taking my order the manager on the other hand gave me my food with a smile and even cracked a joke it was a morning shift so that employee needs to cheer up and smile more and spread positive vibes especially when people are just starting their day,1
i am only giving this location one star because you cant give zero stars this location cant get anything right first my order is wrong or incomplete  out of  times second the food comes out cold or the fries will not be salted often third a managershift supervisor was extremely rude to me simply because i went through the drive thru w two separate orders fourth if you want ice cream its a crap shoot you never know if the machine will work terrible worst mcdonalds on the planet,1
i forget that im at mcdonalds when i visit this location it is very clean and the food is fresh the indoor play area is large and new service is goodcould use a few more smiles sometimes i feel as if the cashier same one each time i went is annoyed that she actually has to work when i go up to order but my order was always correct i definitely recommend this location,0
this place is absolutely horrible the last  times i have gone there they have gotten the order wrong this last time was the final straw they not only got the order wrong but the food they did give us was cold the chicken sandwich was cold and felt like cardboard the fries were completely disgusting and soggy like they had been redropped in the fryer the manager on duty was an absolute joke aubrey the manager did not offer to remake the food i had to demand a refund from him and then asked if it would be remade and he said oh you want it redone this is the absolute worst mcdonalds and upper management should be ashamed of the level of service that is provided to their customers and the horrible quality of their food,1
why do i keep falling into this hellhole times yes  the most i chances i have given a placeeither theya are out of whatever you wantb have bad attitudesc give you cold foodd give you melted down frozen strawberry lemonade that looks like puke i should have taken a picture so that you would know i am not making it upi am going to yell now ready stay away from this place,1
mcdonalds usually is good for an inexpensive decent quick bite when youve been drinking however i hate clarifying  times that im ordering an unsweetened iced tea and receive a disgustingly saccharine sweet tea i mean this location is one that you order facetoface through drivethru î¾heres the conversation  d like an unsweetened iced tea i pronounced sweetened or unsweetened asked the careful listener unsweetened i replied you know the rest of the storyoh and the southern style chicken hockey puck was both dry and burnt this mcdonalds receives  star because they were able to make a usual shitty dining experience even shittier,0
there is one reason and one reason alone that my family comes to this mcdonalds  and its the playplace with nvs awful winter wind and scorching summers its a nightmare place for kids that need to run off some steam we come here with my  year old sister and  year old brother so they can run around and to grab a drink usually this location is packed with kids this mcdonalds is more expensive than other ones,0
walked into this place for the first time to get an ice cream cone while my wife shopped at nearby pet store the older lady wearing glasses behind the counter asked me if i wanted it togo togo  its an ice cream cone anyway i said togo this lady then gave me the biggest yarn as she handed me my change then i watched her drop some kind of plastic cup on to the floor but didnt pick it up right away she looked like she didnt want to be there at all i watched her prepare my ice cream cone then she decided to pickup that cup she dropped on the floor earlier what gets me is the way she picked it up looked like as if she was picking up a  lbs weight at the gym then as she was handing me my ice cream she says to me welcome welcome for what   havent said my thank you yet  î¾as if she was doing me a big favor   grewup in japan where a customer service is probably the best in the world so maybe im little too critical but i do know one thing if this was a mcdonalds in japan she be so fired ,1
horrible  î¾the teenagers who work here are more interested in socializing than serving customers   have been coming to this location for over a year because it is close to my house  but must say i will drive a little further now just so my order will be correct    dont understand  are suburb teenagers iqs going so far down that they cant get even master a cheeseburger fries and drink order î¾ i get excellent correct orders at maryland pkwy and trop location on my way to work   challenge the owner if this location to order î¾a meal here and i would be beyond shocked if it is hot and correct î¾one example i ordered a cone a diet coke and  coffee î¾they give me  coffee   say  my cone î¾he looks at the big bright screen with the order and î¾says  oh ya  î¾gives me my cone î¾ then a few seconds pass î¾ my diet coke  î¾once again another long hard look at the screen followed by a puzzled look and another  uggggghh oh ya î¾need i say more î¾go somewhere else ,1
i stopped coming to this location because they never give you napkins in the drivethruemployees here are pretty grumpy,1
its a typical mcdonalds with a play area thats great for kids to run around and burn off some energy  t hasnt been renovated like many other mcdonalds around town but im sure it will be done sooner rather than later î¾food was exactly what we ordered and was hot and tasty,0
i usually do not care to write reviews for fast food chains but this was the strangest experience we have had in a drive thru in a long time î¾when we pulled up to the first menu we did not see a window so we glanced at the menu and pulled forward to the next menu where the intercom usually is located î¾we did not see one and another car was already behind us î¾we went around the building thinking that we missed it at the first menu only to find that located at the second menu was a big unlit sign stating that it was personal facetoface service and we were to order at the windowreally î¾we pulled up to the first window and no one was there and neither was there a sign stating to move forward to the next window î¾we took the risk and pulled forward î¾a few seconds later a lady wearing the supervisor uniform took our order while giving another employee a hug and having a conversation with another employee î¾then we saw the car behind us paying for and placing their order at the first window î¾then the lady who took our order came back with our food and was trying to give us some change when she realized it belonged to the car behind us î¾the food was cold and oldvery confusing and horrible experience at what should have been just a simple drive thru service   am not surprised by the low ratings this location has received,1
good location slow service î¾funny crew on a trip through the drive thru the cutie taking my order for a happy meal asked if i would like a girl or a boy toy i excitedly answered oh ill take a boytoy he must of thought i was a dirty old lady hed be half right,0
if i could give this mcdonalds a negative star i would î¾absolute worst mcdonalds i have ever been to î¾they never get your order right î¾the kids taking your order are usually texting or on their cell phones while you are trying to order î¾the fry containers are always half empty î¾they always have a hand written sign hanging up on the drive thru that explains what they are out of î¾one time it was hamburger patties î¾we live around the corner but choose to drive an extra  minutes and go to any mcdonalds that is not owned by the lipscomb  smith franchisee terriblef,1
this mcdonalds is absolutely awful  t always seems like it is never open its not open  hours like most locations and the service is very horrible and slow î¾the line is always long and as said the place is so slow î¾their quality for a bacon egg and cheese biscuit is very low î¾the best location is pecos and bonanza î¾this one valle verde and paseo verde is the worst,1
we should have read reveiws first im amazed that one store in a chain can be so consistently terrible we have now had our order screwed up three times in a row thats three for three we have an endlessly growing tab of free stuff from every time we have called to complain abour our order being wrong î¾the last time we got home with the incorrect order it was actually the store manager who completely screwed our stuff up if you are going to bother hitting this restaurant against all recommmendation that you do not  make sure before you leave that the incompetent workers havent botched your food   guarentee that they have,0
the sweet tea and fries are always good but everything else on this menu at this location is meh the burgers are arguably the worst i had at any mcdonalds sadly,0
discusting  dirty  f it werent for my gson i would have left i took pictures i hope you can see whats going on here,0
its  for  review day   cant review the walmart without reviewing the mcdonalds that resides inside î¾and boy is it some tantalizing stuffi try not to give too many star reviews but this mcdonalds so deserves it   hardly frequent a mcdonalds at all although this is my second mcdonalds review in less than a week but i need to let the peeps in on this one î¾no yelper should go unwarned î¾of course i came to mcdonalds since i have those coupons for their new contraption the mcwrap î¾which when i pronounce very fast and in my scottish accent sounds much like mccrap î¾after my second go round with this thing i have made up my mind it is decidedly so   need to write mcdonalds execs to change the name on this thing immediatelymy coupon for the day was buy a medium fries and a medium drink get a mcwrap of your choice for free   have a hard time resisting free  m here to tell youworst almost free meal of my life î¾seriouslyit was the tail end of lunchtime so the line was still a bit busy   patiently waited for almost  minuteswhich is like forever in mcdonalds time î¾at least two folks left the line while i was there   know its not mcdonalds fault but the couple in front of me took up majority of the line space because they were in motorized wheelchairs î¾and they were very loud î¾this doesnt bother me much î¾butthey were also very stinky î¾yes stinky   have no problem with stinky in most cases i occasionally help the homeless so i know but the guy in front of me hadnt washed in days if i were to guess î¾to each his own and i know its almost summer so i know we all want to save waterbut damn  f i get a whiff and i have to take a step back î¾you might be stinky î¾but who am i to judge   took a big step back and waited my turn î¾free is the motivation here   finally get up there to the mcdonalds cashier and present my coupon to the guy î¾he takes a look at it and says we dont usually take the promo coupons at this location but well let you use it î¾then he proceeds to put the coupon onto a stack ofmore coupons î¾mind boggling to say the least î¾he takes my order of a medium fries and medium drink asks me what type of mcwrap i want grilled chicken  bacon and rings me up î¾ later im given my receipt and asked to wait for my number to be calledi wait î¾and wait î¾ î¾ î¾ î¾ î¾ î¾ î¾ î¾obviously im  and  minutes later i am still waiting î¾honestly what the hell are you guys doing back there î¾mixing the masa for my fresh pressed tortilla î¾feathering a chicken î¾perhaps ripening a tomato   ask the mcdonalds runner and he tells me were waiting for your mcwrap î¾of courseat this point im almost running late to be back at work so the minute i get my order i bolt back to the office and have lunch at my desk î¾thankfully im only three minutes away   really really should have just gone to the vending machine or eaten my stash of reeses chocolate peanut butter eggs from last easter î¾talk about disappointment   take out my mcwrap from my bag and lay down the box of fries on my desk   continue working while munching away on what is supposed to be mcdonalds claim to fame î¾their golden fries   bite into one eh a bit stale   bit into another one eh not enough salt   bite into yet another one eh cold   look down and whaddaya know î¾my damn fry is not even barely cooked î¾white like olivia wilde in the winter   look through the entire box and find at least half a dozen fries not cooked properly î¾not golden brown î¾not delicious î¾barely out of their frozen state and just limp î¾not acceptable î¾please check my pic for proof of this travesty î¾mcdonalds not doing their fries right is like ikea not serving their swedish meatballs with gravy î¾no buenoafter getting over this somewhat i finally hit my stride to go on to my grilled chicken  bacon mcwrap î¾wow talk about lightning striking twice î¾this thing was lifeless î¾after unwrapping this beast the box is still the best part about this mcwrap i could just tell something was off î¾tortilla was already showing signs of being soggy way too long î¾the chicken peeking out of the top was not looking tip top shape either î¾after some hesitation i took a bite î¾ugh i say ugh î¾freshness was not part of the gameplan for this mcdonalds today î¾all cold and soggy î¾and upon all my mcwrap wasnt built correctly  nstead of having spring mix like its supposed to there was plain old shredded iceberg lettuce î¾and my bacon was missing  n the words of our lord darth vadernoooooooo  t was mccrap through  through î¾totally upset over this one   have picture proof of this travesty of gourmet eats as well î¾mcdonalds you have pissed off the wrong fatty   will definitely be calling your hotline to complain about this one for sure î¾knowing my luck ill get a coupon for a free mcwrap î¾crap,0
this mcdonalds is located at the food side entrance of the nellis at craig walmart super center at the time that i stopped in walmart on the way to utah i ate breakfast here this mcdonalds exceeded my expectations i expected a shoddy mcdonalds in one of the las vegas valley s older super centers instead i was eating in a clean and surprisingly cozy mcdonalds i am under the impression that it was recently refurbished the interior shows off mcdonalds history through portraits of the first mcdonalds the booths are extraordinary comfortable for î¾a mcdonalds disparate from a few las vegas valley walmart mcdonalds this location offers more breakfast items including the egg mcmuffin î¾on my visit they served me the egg mcmahon meal in a short period of time the coffee was hot and i left satisfied î¾keep in mind that i ate here around  am before the saturday morning rush so i have not seen how this mcdonalds is when there is a rush of people,0
i kinda wish there were negative stars this mcdonalds charged my card the wrong amount and didnt tell me anything until i looked at my account and went back they said my money will be returned to my account within hours now  days later my money is still not in my account also ive been to other mcdonalds with long drive thru lines but they are moving at an okay pace this mcdonalds drive thru lines are the slowest ive been in,0
no just no i understand that the food i order will never ever come out like it looks in the picture but gadaam dont mean you gotta give me burnt buns on both my mcdoubles women i told you no pickles and what did i get probably the largest slices in the bunch now i get its î¾morning your tired well im tired too when i say good morning at the window i expect some kinda of acknowledgement,1
kids playplace smells awful and there is food everywhere î¾will never go there except the drive thru î¾drive thru staff is very pleasant and polite but it doesnt make up for the messy playplace,0
this place is average at best î¾they screw your order up about  of the time î¾when they dont screw your order up something is broke or they are out of something   only blame myself for going back  t is the closest place to my house,0
the drive thru line is always so long they only have ice cream about  of the time,0
they always have maintenence whenever i go i would rate  stars if i could gives me a good reason not to eat mcdonalds anymore,0
several times i have visited this location and i have encounteredmessed up orders the drive thru order takers are not very friendly and at times the order takers inside dont pay attention to customers standing right in front of their counters until the manager says somethinghonestly this particular location can be a hitormiss one day youll get excellent customer service the next day not so much,1
its good for a mcdonalds î¾nice clean and fast î¾the staff is polite   like that the d?©cor is upscale for a mcds,0
food is about the same as any mcdonalds but the service is horrible couldnt hear the cashier and she rang up part of the order wrong the crew was more concerned with screwing with one another than in making food we were missing items and never did get everything i dont think well be back,1
messed up our meal three times simple orders too no sweet tea available non sense,0
checking out the drive thur after reading all the  star reviewslets see how they doeverything is in the bag fresh hot fries even will check the rest of the food once we get homeand fail the chicken bacon ranch hot  spicy was missing both the bacon  the ranch ordered  cheeseburgers all  were old and cold as well as the  piece chicken nuggetsold and cold î¾way to mc ds keeping up with the  star reviews,0
